udi,product_id,type,air_temp_k,process_temp_k,rotational_speed_rpm,torque_nm,tool_wear_min,machine_failure,twf,hdf,pwf,osf,rnf,product_code,type_match,temp_diff,power_proxy,tool_wear_group,tool_wear_alert,failure_type_count,risk_score
2356,M17215,M,299.3,308.5,1305,60.6,44,0,0,0,0,0,0,M,1,9.199999999999989,79083.0,low,0,0,31.56
2357,H31770,H,299.3,308.6,1498,39.5,47,0,0,0,0,0,0,H,1,9.300000000000011,59171.0,low,0,0,28.56
2358,L49537,L,299.3,308.5,1772,26.1,52,0,0,0,0,0,0,L,1,9.199999999999989,46249.200000000004,mid,0,0,27.86
2359,M17218,M,299.2,308.4,1381,42.5,54,0,0,0,0,0,0,M,1,9.199999999999989,58692.5,mid,0,0,31.94
2360,L49539,L,299.3,308.5,1413,38.5,57,0,0,0,0,0,0,L,1,9.199999999999989,54400.5,mid,0,0,32.34
2361,H31774,H,299.2,308.4,1388,53.2,59,0,0,0,0,0,0,H,1,9.199999999999989,73841.6,mid,0,0,36.08
2362,M17221,M,299.2,308.6,1631,35.4,64,0,0,0,0,0,0,M,1,9.400000000000034,57737.399999999994,mid,0,0,34.56
2363,H31776,H,299.3,308.6,1520,41.4,67,0,0,0,0,0,0,H,1,9.300000000000011,62928.0,mid,0,0,36.94
2364,L49543,L,299.3,308.5,1510,45.4,72,0,0,0,0,0,0,L,1,9.199999999999989,68554.0,mid,0,0,39.72
2365,L49544,L,299.2,308.5,1366,49.7,74,0,0,0,0,0,0,L,1,9.300000000000011,67890.2,mid,0,0,41.4
2366,L49545,L,299.4,308.5,1845,22.9,76,0,0,0,0,0,0,L,1,9.100000000000023,42250.5,mid,0,0,36.8
2367,L49546,L,299.3,308.5,1485,44.7,78,0,0,0,0,0,0,L,1,9.199999999999989,66379.5,mid,0,0,41.98
2368,M17227,M,299.3,308.5,1496,39.4,80,0,0,0,0,0,0,M,1,9.199999999999989,58942.4,mid,0,0,41.72
2369,M17228,M,299.3,308.4,1468,42.2,83,0,0,0,0,0,0,M,1,9.099999999999966,61949.600000000006,mid,0,0,43.46
2370,M17229,M,299.2,308.4,1856,22.7,86,0,0,0,0,0,0,M,1,9.199999999999989,42131.2,mid,0,0,40.78
2371,L49550,L,299.2,308.4,1620,34.1,89,0,0,0,0,0,0,L,1,9.199999999999989,55242.0,mid,0,0,44.26
2372,L49551,L,299.3,308.5,1409,44.8,91,0,0,0,0,0,0,L,1,9.199999999999989,63123.2,mid,0,0,47.2
2373,M17232,M,299.3,308.5,1404,49.4,93,0,0,0,0,0,0,M,1,9.199999999999989,69357.59999999999,mid,0,0,48.92
2374,L49553,L,299.2,308.4,1350,51.3,96,0,0,0,0,0,0,L,1,9.199999999999989,69255.0,mid,0,0,50.5
2375,M17234,M,299.2,308.4,1538,38.0,98,0,0,0,0,0,0,M,1,9.199999999999989,58444.0,mid,0,0,48.64
2376,M17235,M,299.2,308.4,1476,32.7,101,0,0,0,0,0,0,M,1,9.199999999999989,48265.200000000004,mid,0,0,48.78
2377,M17236,M,299.2,308.3,1364,51.8,104,0,0,0,0,0,0,M,1,9.100000000000023,70655.2,mid,0,0,53.78
2378,M17237,M,299.2,308.3,1582,45.5,107,0,0,0,0,0,0,M,1,9.100000000000023,71981.0,mid,0,0,53.72
2379,L49558,L,299.1,308.2,1348,56.1,110,0,0,0,0,0,0,L,1,9.099999999999966,75622.8,mid,0,0,57.04
2380,H31793,H,299.1,308.2,1450,46.1,112,0,0,0,0,0,0,H,1,9.099999999999966,66845.0,mid,0,0,55.84
2381,L49560,L,299.0,308.1,1242,60.9,117,0,0,0,0,0,0,L,1,9.100000000000023,75637.8,mid,0,0,60.8
2382,L49561,L,299.1,308.2,1493,34.9,119,0,0,0,0,0,0,L,1,9.099999999999966,52105.7,mid,0,0,56.4
2383,L49562,L,299.1,308.3,1601,31.4,121,0,0,0,0,0,0,L,1,9.199999999999989,50271.399999999994,mid,0,0,56.52
2384,L49563,L,299.1,308.2,1568,33.3,123,0,0,0,0,0,0,L,1,9.099999999999966,52214.399999999994,mid,0,0,57.68
2385,M17244,M,299.1,308.3,1506,38.0,125,0,0,0,0,0,0,M,1,9.199999999999989,57228.0,mid,0,0,59.44
2386,L49565,L,299.1,308.3,1524,34.1,128,0,0,0,0,0,0,L,1,9.199999999999989,51968.4,mid,0,0,59.86
2387,L49566,L,299.1,308.4,1543,37.9,130,0,0,0,0,0,0,L,1,9.299999999999955,58479.7,mid,0,0,61.44
2388,M17247,M,299.2,308.5,1474,47.2,132,0,0,0,0,0,0,M,1,9.300000000000011,69572.8,mid,0,0,64.1
2389,M17248,M,299.2,308.5,1526,37.3,135,0,0,0,0,0,0,M,1,9.300000000000011,56919.799999999996,mid,0,0,63.32
2390,L49569,L,299.2,308.5,1867,27.0,138,0,0,0,0,0,0,L,1,9.300000000000011,50409.0,mid,0,0,62.46
2391,L49570,L,299.2,308.5,1487,41.2,140,0,0,0,0,0,0,L,1,9.300000000000011,61264.4,mid,0,0,66.1
2392,L49571,L,299.2,308.4,1580,32.6,142,0,0,0,0,0,0,L,1,9.199999999999989,51508.0,mid,0,0,65.16
2393,L49572,L,299.2,308.5,1340,50.0,144,0,0,0,0,0,0,L,1,9.300000000000011,67000.0,mid,0,0,69.46
2394,L49573,L,299.2,308.5,1544,41.6,146,0,0,0,0,0,0,L,1,9.300000000000011,64230.4,mid,0,0,68.58
2395,L49574,L,299.2,308.5,1488,40.3,148,0,0,0,0,0,0,L,1,9.300000000000011,59966.399999999994,mid,0,0,69.12
2396,M17255,M,299.2,308.5,1742,28.9,150,0,0,0,0,0,0,M,1,9.300000000000011,50343.799999999996,mid,0,0,67.64
2397,M17256,M,299.1,308.5,1592,34.2,153,0,0,0,0,0,0,M,1,9.399999999999977,54446.4,high,0,0,69.92
2398,L49577,L,299.2,308.6,1582,38.8,156,0,0,0,0,0,0,L,1,9.400000000000034,61381.6,high,0,0,72.04
2399,L49578,L,299.2,308.5,1490,43.2,158,0,0,0,0,0,0,L,1,9.300000000000011,64368.00000000001,high,0,0,73.7
2400,M17259,M,299.2,308.5,1594,35.8,160,0,0,0,0,0,0,M,1,9.300000000000011,57065.2,high,0,0,73.02
2401,H31814,H,299.2,308.6,1462,55.0,163,0,0,0,0,0,0,H,1,9.400000000000034,80410.0,high,0,0,78.08
2402,M17261,M,299.2,308.6,1367,47.6,168,0,0,0,0,0,0,M,1,9.400000000000034,65069.200000000004,high,0,0,78.6
2403,L49582,L,299.2,308.7,1325,51.0,171,0,0,0,0,0,0,L,1,9.5,67575.0,high,0,0,80.5
2404,H31817,H,299.2,308.7,1448,51.4,173,0,0,0,0,0,0,H,1,9.5,74427.2,high,0,0,81.38
2405,M17264,M,299.1,308.7,2008,20.3,178,0,0,0,0,0,0,M,1,9.599999999999966,40762.4,high,0,0,77.18
2406,L49585,L,299.1,308.7,1498,38.9,181,0,0,0,0,0,0,L,1,9.599999999999966,58272.2,high,0,0,82.1
2407,L49586,L,299.1,308.6,1437,41.6,183,0,0,0,0,0,0,L,1,9.5,59779.200000000004,high,0,0,83.42
2408,M17267,M,299.1,308.6,1499,45.1,185,0,0,0,0,0,0,M,1,9.5,67604.90000000001,high,0,0,84.92
2409,L49588,L,299.0,308.4,1356,52.6,188,0,0,0,0,0,0,L,1,9.399999999999977,71325.6,high,0,0,87.6
2410,L49589,L,299.1,308.5,1539,46.8,190,0,0,0,0,0,0,L,1,9.399999999999977,72025.2,high,0,0,87.24
2411,L49590,L,299.1,308.5,1689,32.1,192,0,0,0,0,0,0,L,1,9.399999999999977,54216.9,high,0,0,85.1
2412,L49591,L,299.0,308.5,1559,38.1,194,0,0,0,0,0,0,L,1,9.5,59397.9,high,0,0,87.12
2413,L49592,L,299.1,308.6,1408,46.7,196,0,0,0,0,0,0,L,1,9.5,65753.6,high,0,0,89.64
2414,L49593,L,299.0,308.5,1886,23.0,198,0,0,0,0,0,0,L,1,9.5,43378.0,high,0,0,85.7
2415,L49594,L,299.1,308.5,1415,43.4,0,0,0,0,0,0,0,L,1,9.399999999999977,61411.0,low,0,0,10.56
2416,M17275,M,299.1,308.5,1587,35.6,2,0,0,0,0,0,0,M,1,9.399999999999977,56497.200000000004,low,0,0,9.8
2417,L49596,L,299.0,308.4,1571,38.6,5,0,0,0,0,0,0,L,1,9.399999999999977,60640.600000000006,low,0,0,11.6
2418,L49597,L,298.9,308.3,1576,36.6,7,0,0,0,0,0,0,L,1,9.400000000000034,57681.600000000006,low,0,0,12.0
2419,L49598,L,298.9,308.3,1660,34.4,9,0,0,0,0,0,0,L,1,9.400000000000034,57104.0,low,0,0,12.36
2420,M17279,M,298.9,308.2,1328,49.2,11,0,0,0,0,0,0,M,1,9.300000000000011,65337.600000000006,low,0,0,16.1
2421,H31834,H,298.8,308.2,1450,44.7,14,0,0,0,0,0,0,H,1,9.399999999999977,64815.00000000001,low,0,0,16.42
2422,L49601,L,298.9,308.2,2384,15.0,19,0,0,0,0,0,0,L,1,9.300000000000011,35760.0,low,0,0,12.46
2423,L49602,L,298.8,308.2,1443,53.4,21,0,0,0,0,0,0,L,1,9.399999999999977,77056.2,low,0,0,20.96
2424,M17283,M,298.9,308.2,2022,20.0,23,0,0,0,0,0,0,M,1,9.300000000000011,40440.0,low,0,0,15.06
2425,L49604,L,298.9,308.2,1828,23.8,26,0,0,0,0,0,0,L,1,9.300000000000011,43506.4,low,0,0,17.02
2426,L49605,L,298.8,308.1,1472,53.5,28,0,0,0,0,0,0,L,1,9.300000000000011,78752.0,low,0,0,23.76
2427,M17286,M,298.9,308.2,1372,63.6,30,1,0,0,1,0,0,M,1,9.300000000000011,87259.2,low,0,1,76.58
2428,L49607,L,298.9,308.3,1855,23.8,33,0,0,0,0,0,0,L,1,9.400000000000034,44149.0,low,0,0,19.84
2429,M17288,M,299.0,308.3,1377,47.2,35,0,0,0,0,0,0,M,1,9.300000000000011,64994.4,low,0,0,25.3
2430,L49609,L,298.9,308.3,1432,48.9,38,0,0,0,0,0,0,L,1,9.400000000000034,70024.8,low,0,0,26.86
2431,M17290,M,298.9,308.2,1335,47.8,40,0,0,0,0,0,0,M,1,9.300000000000011,63812.99999999999,low,0,0,27.42
2432,M17291,M,298.9,308.2,1411,51.3,43,0,0,0,0,0,0,M,1,9.300000000000011,72384.3,low,0,0,29.32
2433,L49612,L,298.9,308.2,1510,43.5,46,0,0,0,0,0,0,L,1,9.300000000000011,65685.0,low,0,0,28.96
2434,L49613,L,299.0,308.3,1441,44.0,48,0,0,0,0,0,0,L,1,9.300000000000011,63404.0,low,0,0,29.86
2435,M17294,M,299.0,308.2,1358,42.7,50,0,0,0,0,0,0,M,1,9.199999999999989,57986.600000000006,low,0,0,30.38
2436,L49615,L,298.9,308.2,1686,30.4,53,0,0,0,0,0,0,L,1,9.300000000000011,51254.399999999994,mid,0,0,29.14
2437,H31850,H,299.0,308.2,1662,30.4,55,0,0,0,0,0,0,H,1,9.199999999999989,50524.799999999996,mid,0,0,29.92
2438,L49617,L,299.1,308.3,1426,40.1,60,0,0,0,0,0,0,L,1,9.199999999999989,57182.6,mid,0,0,33.86
2439,M17298,M,299.1,308.4,1330,53.6,62,0,0,0,0,0,0,M,1,9.299999999999955,71288.0,mid,0,0,37.38
2440,L49619,L,299.1,308.4,1693,31.6,65,0,0,0,0,0,0,L,1,9.299999999999955,53498.8,mid,0,0,34.18
2441,L49620,L,299.1,308.4,1426,47.9,67,0,0,0,0,0,0,L,1,9.299999999999955,68305.4,mid,0,0,38.24
2442,L49621,L,299.1,308.5,1676,31.0,69,0,0,0,0,0,0,L,1,9.399999999999977,51956.0,mid,0,0,35.68
2443,M17302,M,299.1,308.4,1332,51.7,71,0,0,0,0,0,0,M,1,9.299999999999955,68864.40000000001,mid,0,0,40.6
2444,L49623,L,299.1,308.5,1647,35.0,74,0,0,0,0,0,0,L,1,9.399999999999977,57645.0,mid,0,0,38.48
2445,L49624,L,299.2,308.6,1267,68.2,76,1,0,0,1,0,0,L,1,9.400000000000034,86409.40000000001,mid,0,1,95.92
2446,H31859,H,299.2,308.7,1375,55.1,78,0,0,0,0,0,0,H,1,9.5,75762.5,mid,0,0,44.12
2447,L49626,L,299.3,308.6,1422,48.9,83,0,0,0,0,0,0,L,1,9.300000000000011,69535.8,mid,0,0,44.84
2448,L49627,L,299.3,308.7,1408,48.7,85,0,0,0,0,0,0,L,1,9.399999999999977,68569.6,mid,0,0,45.62
2449,L49628,L,299.4,308.9,1440,42.5,87,0,0,0,0,0,0,L,1,9.5,61200.0,mid,0,0,45.2
2450,L49629,L,299.3,308.8,1772,25.2,89,0,0,0,0,0,0,L,1,9.5,44654.4,mid,0,0,42.54
2451,L49630,L,299.2,308.7,1492,37.8,91,0,0,0,0,0,0,L,1,9.5,56397.6,mid,0,0,45.86
2452,L49631,L,299.2,308.7,1650,30.5,93,0,0,0,0,0,0,L,1,9.5,50325.0,mid,0,0,45.2
2453,M17312,M,299.1,308.6,2329,14.6,95,0,0,0,0,0,0,M,1,9.5,34003.4,mid,0,0,42.82
2454,L49633,L,299.0,308.6,1648,30.8,98,0,0,0,0,0,0,L,1,9.600000000000023,50758.4,mid,0,0,47.28
2455,L49634,L,299.0,308.6,1653,31.7,100,0,0,0,0,0,0,L,1,9.600000000000023,52400.1,mid,0,0,48.26
2456,L49635,L,299.0,308.6,1946,22.3,102,0,0,0,0,0,0,L,1,9.600000000000023,43395.8,mid,0,0,47.18
2457,L49636,L,299.1,308.6,1555,36.6,104,0,0,0,0,0,0,L,1,9.5,56913.0,mid,0,0,50.82
2458,L49637,L,299.0,308.6,1661,32.2,106,0,0,0,0,0,0,L,1,9.600000000000023,53484.200000000004,mid,0,0,50.76
2459,L49638,L,299.0,308.6,1434,45.9,108,0,0,0,0,0,0,L,1,9.600000000000023,65820.59999999999,mid,0,0,54.3
2460,L49639,L,299.0,308.6,1297,54.2,110,0,0,0,0,0,0,L,1,9.600000000000023,70297.40000000001,mid,0,0,56.76
2461,L49640,L,299.0,308.6,1466,46.4,112,0,0,0,0,0,0,L,1,9.600000000000023,68022.4,mid,0,0,56.0
2462,M17321,M,298.9,308.6,1517,39.8,114,0,0,0,0,0,0,M,1,9.700000000000045,60376.6,mid,0,0,55.5
2463,L49642,L,298.9,308.5,1742,34.5,117,0,0,0,0,0,0,L,1,9.600000000000023,60099.0,mid,0,0,55.62
2464,L49643,L,298.9,308.5,1580,39.1,119,0,0,0,0,0,0,L,1,9.600000000000023,61778.0,mid,0,0,57.34
2465,M17324,M,298.9,308.5,1534,42.9,121,0,0,0,0,0,0,M,1,9.600000000000023,65808.59999999999,mid,0,0,58.9
2466,L49645,L,298.9,308.6,1481,40.7,124,0,0,0,0,0,0,L,1,9.700000000000045,60276.700000000004,mid,0,0,59.68
2467,L49646,L,299.0,308.6,1429,37.7,126,0,0,0,0,0,0,L,1,9.600000000000023,53873.3,mid,0,0,59.86
2468,M17327,M,298.9,308.6,1574,33.5,128,0,0,0,0,0,0,M,1,9.700000000000045,52729.0,mid,0,0,59.84
2469,M17328,M,298.9,308.6,1524,40.4,131,0,0,0,0,0,0,M,1,9.700000000000045,61569.6,mid,0,0,62.42
2470,L49649,L,299.0,308.7,1507,37.5,134,0,0,0,0,0,0,L,1,9.699999999999989,56512.5,mid,0,0,63.04
2471,L49650,L,298.9,308.5,1467,44.7,136,0,0,0,0,0,0,L,1,9.600000000000023,65574.90000000001,mid,0,0,65.26
2472,L49651,L,298.9,308.4,1301,51.1,138,0,0,0,0,0,0,L,1,9.5,66481.1,mid,0,0,67.32
2473,L49652,L,298.9,308.5,1429,55.1,140,0,0,0,0,0,0,L,1,9.600000000000023,78737.90000000001,mid,0,0,68.94
2474,M17333,M,298.9,308.5,1555,37.6,142,0,0,0,0,0,0,M,1,9.600000000000023,58468.0,mid,0,0,66.24
2475,L49654,L,298.9,308.5,1503,40.6,145,0,0,0,0,0,0,L,1,9.600000000000023,61021.8,mid,0,0,68.04
2476,L49655,L,298.9,308.5,1459,43.1,147,0,0,0,0,0,0,L,1,9.600000000000023,62882.9,mid,0,0,69.34
2477,H31890,H,298.9,308.4,1449,42.4,149,0,0,0,0,0,0,H,1,9.5,61437.6,mid,0,0,69.98
2478,L49657,L,298.9,308.5,1387,57.3,154,0,0,0,0,0,0,L,1,9.600000000000023,79475.09999999999,high,0,0,74.98
2479,M17338,M,298.9,308.5,1456,50.0,156,0,0,0,0,0,0,M,1,9.600000000000023,72800.0,high,0,0,74.32
2480,L49659,L,299.0,308.5,1604,34.7,159,0,0,0,0,0,0,L,1,9.5,55658.8,high,0,0,72.44
2481,L49660,L,299.0,308.6,1734,32.4,161,0,0,0,0,0,0,L,1,9.600000000000023,56181.6,high,0,0,72.8
2482,L49661,L,299.0,308.6,1378,47.8,163,0,0,0,0,0,0,L,1,9.600000000000023,65868.4,high,0,0,76.68
2483,L49662,L,298.9,308.7,1504,41.8,165,0,0,0,0,0,0,L,1,9.800000000000011,62867.2,high,0,0,76.32
2484,M17343,M,298.9,308.7,1402,49.8,167,0,0,0,0,0,0,M,1,9.800000000000011,69819.59999999999,high,0,0,78.72
2485,H31898,H,298.8,308.6,1524,37.7,170,0,0,0,0,0,0,H,1,9.800000000000011,57454.8,high,0,0,77.5
2486,L49665,L,298.8,308.6,1593,35.5,175,0,0,0,0,0,0,L,1,9.800000000000011,56551.5,high,0,0,79.06
2487,M17346,M,298.9,308.7,1772,28.4,177,0,0,0,0,0,0,M,1,9.800000000000011,50324.799999999996,high,0,0,78.44
2488,H31901,H,298.9,308.6,1623,31.0,180,0,0,0,0,0,0,H,1,9.700000000000045,50313.0,high,0,0,80.14
2489,L49668,L,298.9,308.7,1356,50.7,185,0,0,0,0,0,0,L,1,9.800000000000011,68749.2,high,0,0,86.1
2490,H31903,H,298.9,308.7,1500,41.6,187,0,0,0,0,0,0,H,1,9.800000000000011,62400.0,high,0,0,85.08
2491,H31904,H,299.1,308.8,1566,46.6,192,0,0,0,0,0,0,H,1,9.699999999999989,72975.6,high,0,0,88.06
2492,L49671,L,299.1,308.9,1445,43.4,197,0,0,0,0,0,0,L,1,9.799999999999955,62713.0,high,0,0,89.44
2493,H31906,H,299.0,308.8,1382,58.5,199,0,0,0,0,0,0,H,1,9.800000000000011,80847.0,high,0,0,93.26
2494,M17353,M,299.0,308.8,1418,45.7,204,0,0,0,0,0,0,M,1,9.800000000000011,64802.600000000006,high,1,0,92.7
2495,L49674,L,299.1,308.8,1329,53.6,207,1,0,0,0,1,0,L,1,9.699999999999989,71234.40000000001,high,1,1,145.46
2496,M17355,M,299.1,308.8,1491,41.0,209,0,0,0,0,0,0,M,1,9.699999999999989,61131.0,high,1,0,93.74
2497,M17356,M,299.2,308.9,1573,37.4,212,0,0,0,0,0,0,M,1,9.699999999999989,58830.2,high,1,0,94.22
2498,M17357,M,299.2,308.9,1521,42.3,215,0,0,0,0,0,0,M,1,9.699999999999989,64338.299999999996,high,1,0,96.4
2499,L49678,L,299.1,308.9,1467,47.2,218,0,0,0,0,0,0,L,1,9.799999999999955,69242.40000000001,high,1,0,98.6
2500,M17359,M,299.1,308.9,1325,48.4,220,0,0,0,0,0,0,M,1,9.799999999999955,64130.0,high,1,0,99.64
2501,L49680,L,299.1,308.9,1617,32.3,223,0,0,0,0,0,0,L,1,9.799999999999955,52229.1,high,1,0,97.62
2502,M17361,M,299.1,308.9,1476,42.7,225,0,0,0,0,0,0,M,1,9.799999999999955,63025.200000000004,high,1,0,100.5
2503,L49682,L,299.2,309.0,1515,48.9,228,1,0,0,0,1,0,L,1,9.800000000000011,74083.5,high,1,1,152.94
2504,L49683,L,299.2,309.0,1408,47.2,0,0,0,0,0,0,0,L,1,9.800000000000011,66457.6,low,0,0,11.4
2505,L49684,L,299.2,309.1,1468,45.6,2,0,0,0,0,0,0,L,1,9.900000000000034,66940.8,low,0,0,11.9
2506,L49685,L,299.2,309.1,1387,48.7,4,0,0,0,0,0,0,L,1,9.900000000000034,67546.90000000001,low,0,0,13.32
2507,M17366,M,299.2,309.1,1503,34.7,6,0,0,0,0,0,0,M,1,9.900000000000034,52154.100000000006,low,0,0,11.32
2508,H31921,H,299.2,309.1,1410,47.1,9,0,0,0,0,0,0,H,1,9.900000000000034,66411.0,low,0,0,15.0
2509,L49688,L,299.0,308.9,1615,30.6,14,0,0,0,0,0,0,L,1,9.899999999999977,49419.0,low,0,0,13.7
2510,L49689,L,299.0,308.9,1511,35.9,16,0,0,0,0,0,0,L,1,9.899999999999977,54244.9,low,0,0,15.56
2511,L49690,L,299.1,309.0,1405,53.8,18,0,0,0,0,0,0,L,1,9.899999999999977,75589.0,low,0,0,19.94
2512,M17371,M,299.0,308.9,1526,41.1,20,0,0,0,0,0,0,M,1,9.899999999999977,62718.6,low,0,0,18.2
2513,L49692,L,298.9,308.8,1530,38.3,23,0,0,0,0,0,0,L,1,9.900000000000034,58598.99999999999,low,0,0,18.84
2514,L49693,L,299.0,308.7,1583,32.5,25,0,0,0,0,0,0,L,1,9.699999999999989,51447.5,low,0,0,18.44
2515,L49694,L,298.9,308.6,2069,18.7,27,0,0,0,0,0,0,L,1,9.700000000000045,38690.299999999996,low,0,0,16.48
2516,L49695,L,298.8,308.5,1490,35.0,29,0,0,0,0,0,0,L,1,9.699999999999989,52150.0,low,0,0,20.54
2517,L49696,L,298.8,308.5,1736,29.0,31,0,0,0,0,0,0,L,1,9.699999999999989,50344.0,low,0,0,20.14
2518,L49697,L,298.8,308.5,1395,44.4,33,0,0,0,0,0,0,L,1,9.699999999999989,61938.0,low,0,0,24.02
2519,M17378,M,298.9,308.6,1425,49.6,35,0,0,0,0,0,0,M,1,9.700000000000045,70680.0,low,0,0,25.86
2520,L49699,L,298.8,308.6,1631,32.4,38,0,0,0,0,0,0,L,1,9.800000000000011,52844.399999999994,low,0,0,23.64
2521,L49700,L,298.8,308.6,1535,41.2,40,0,0,0,0,0,0,L,1,9.800000000000011,63242.00000000001,low,0,0,26.2
2522,L49701,L,298.8,308.6,1584,34.4,42,0,0,0,0,0,0,L,1,9.800000000000011,54489.6,low,0,0,25.64
2523,M17382,M,298.8,308.7,1543,38.2,44,0,0,0,0,0,0,M,1,9.899999999999977,58942.600000000006,low,0,0,27.22
2524,L49703,L,298.8,308.7,1635,35.2,47,0,0,0,0,0,0,L,1,9.899999999999977,57552.00000000001,low,0,0,27.82
2525,M17384,M,298.8,308.7,1446,45.5,49,0,0,0,0,0,0,M,1,9.899999999999977,65793.0,low,0,0,30.68
2526,M17385,M,298.8,308.6,1598,35.1,52,0,0,0,0,0,0,M,1,9.800000000000011,56089.8,mid,0,0,29.78
2527,L49706,L,298.8,308.6,1501,35.0,55,0,0,0,0,0,0,L,1,9.800000000000011,52535.0,mid,0,0,30.96
2528,L49707,L,298.8,308.5,1450,50.8,57,0,0,0,0,0,0,L,1,9.699999999999989,73660.0,mid,0,0,34.9
2529,L49708,L,298.8,308.6,1730,25.9,59,0,0,0,0,0,0,L,1,9.800000000000011,44807.0,mid,0,0,30.74
2530,M17389,M,298.8,308.6,1571,33.7,61,0,0,0,0,0,0,M,1,9.800000000000011,52942.700000000004,mid,0,0,33.1
2531,L49710,L,298.9,308.7,1438,51.7,64,0,0,0,0,0,0,L,1,9.800000000000011,74344.6,mid,0,0,37.9
2532,M17391,M,298.8,308.5,1510,38.7,66,0,0,0,0,0,0,M,1,9.699999999999989,58437.00000000001,mid,0,0,36.08
2533,L49712,L,298.9,308.7,1389,44.9,69,0,0,0,0,0,0,L,1,9.800000000000011,62366.1,mid,0,0,38.54
2534,L49713,L,298.8,308.7,1490,33.6,71,0,0,0,0,0,0,L,1,9.899999999999977,50064.0,mid,0,0,37.1
2535,L49714,L,298.9,308.7,1729,26.6,73,0,0,0,0,0,0,L,1,9.800000000000011,45991.4,mid,0,0,36.48
2536,L49715,L,299.0,308.8,1495,38.4,75,0,0,0,0,0,0,L,1,9.800000000000011,57408.0,mid,0,0,39.64
2537,L49716,L,298.9,308.8,1281,53.9,77,0,0,0,0,0,0,L,1,9.900000000000034,69045.9,mid,0,0,43.56
2538,H31951,H,298.9,308.7,1353,48.1,79,0,0,0,0,0,0,H,1,9.800000000000011,65079.3,mid,0,0,43.18
2539,L49718,L,299.1,308.8,1429,50.1,84,0,0,0,0,0,0,L,1,9.699999999999989,71592.90000000001,mid,0,0,45.56
2540,L49719,L,299.1,308.8,1413,42.1,86,0,0,0,0,0,0,L,1,9.699999999999989,59487.3,mid,0,0,44.76
2541,L49720,L,299.1,308.8,1502,38.3,88,0,0,0,0,0,0,L,1,9.699999999999989,57526.6,mid,0,0,44.8
2542,H31955,H,299.1,308.8,1553,32.6,90,0,0,0,0,0,0,H,1,9.699999999999989,50627.8,mid,0,0,44.46
2543,H31956,H,299.2,308.9,1712,26.4,95,0,0,0,0,0,0,H,1,9.699999999999989,45196.799999999996,mid,0,0,45.22
2544,L49723,L,299.3,309.0,1786,23.5,100,0,0,0,0,0,0,L,1,9.699999999999989,41971.0,mid,0,0,46.64
2545,L49724,L,299.2,309.0,1951,21.4,102,0,0,0,0,0,0,L,1,9.800000000000011,41751.399999999994,mid,0,0,47.04
2546,M17405,M,299.2,309.0,1541,36.3,104,0,0,0,0,0,0,M,1,9.800000000000011,55938.299999999996,mid,0,0,50.82
2547,L49726,L,299.2,309.1,1605,34.3,107,0,0,0,0,0,0,L,1,9.900000000000034,55051.49999999999,mid,0,0,51.64
2548,L49727,L,299.2,309.1,1578,38.1,109,0,0,0,0,0,0,L,1,9.900000000000034,60121.8,mid,0,0,53.2
2549,M17408,M,299.3,309.2,1440,37.5,111,0,0,0,0,0,0,M,1,9.899999999999977,54000.0,mid,0,0,53.88
2550,L49729,L,299.4,309.2,1489,42.3,114,0,0,0,0,0,0,L,1,9.800000000000011,62984.7,mid,0,0,56.02
2551,L49730,L,299.4,309.3,1366,48.4,116,0,0,0,0,0,0,L,1,9.900000000000034,66114.4,mid,0,0,58.06
2552,L49731,L,299.3,309.2,1541,37.2,118,0,0,0,0,0,0,L,1,9.899999999999977,57325.200000000004,mid,0,0,56.62
2553,H31966,H,299.3,309.1,1552,40.7,120,0,0,0,0,0,0,H,1,9.800000000000011,63166.4,mid,0,0,58.1
2554,L49733,L,299.3,309.1,1473,40.3,125,0,0,0,0,0,0,L,1,9.800000000000011,59361.899999999994,mid,0,0,60.02
2555,L49734,L,299.3,309.1,1531,37.9,127,0,0,0,0,0,0,L,1,9.800000000000011,58024.9,mid,0,0,60.34
2556,L49735,L,299.3,309.2,1511,37.2,129,0,0,0,0,0,0,L,1,9.899999999999977,56209.200000000004,mid,0,0,61.02
2557,M17416,M,299.3,309.1,1449,47.9,131,0,0,0,0,0,0,M,1,9.800000000000011,69407.09999999999,mid,0,0,63.94
2558,M17417,M,299.4,309.1,1440,50.0,134,0,0,0,0,0,0,M,1,9.700000000000045,72000.0,mid,0,0,65.54
2559,M17418,M,299.2,309.0,1881,23.9,137,0,0,0,0,0,0,M,1,9.800000000000011,44955.899999999994,mid,0,0,61.54
2560,L49739,L,299.3,309.0,1447,50.4,140,0,0,0,0,0,1,L,1,9.699999999999989,72928.8,mid,0,1,68.02
2561,M17420,M,299.4,309.1,1326,62.0,142,0,0,0,0,0,0,M,1,9.700000000000045,82212.0,mid,0,0,71.14
2562,L49741,L,299.4,309.2,1607,31.7,145,0,0,0,0,0,0,L,1,9.800000000000011,50941.9,mid,0,0,66.3
2563,L49742,L,299.3,309.1,1551,39.1,147,0,0,0,0,0,0,L,1,9.800000000000011,60644.100000000006,mid,0,0,68.58
2564,L49743,L,299.3,309.1,1496,37.2,149,0,0,0,0,0,0,L,1,9.800000000000011,55651.200000000004,mid,0,0,69.0
