udi,product_id,air_temp_k,process_temp_k,rotational_speed_rpm,torque_nm,tool_wear_min,machine_failure,twf,hdf,pwf,osf,rnf,product_code,type_match,temp_diff,power_proxy,type_L,type_M,tool_wear_group_mid,tool_wear_group_high
1273,H30686,298.0,309.4,1562,38.1,58,0,0,0,0,0,0,H,1,11.399999999999977,59512.200000000004,False,False,True,False
1274,L48453,298.1,309.4,1397,48.2,63,0,0,0,0,0,0,L,1,11.299999999999955,67335.40000000001,True,False,True,False
1275,H30688,298.1,309.5,1530,40.2,65,0,0,0,0,0,0,H,1,11.399999999999977,61506.00000000001,False,False,True,False
1276,M16135,298.1,309.4,1362,47.6,70,0,0,0,0,0,0,M,1,11.299999999999955,64831.200000000004,False,True,True,False
1277,M16136,298.2,309.4,1693,34.4,73,0,0,0,0,0,0,M,1,11.199999999999989,58239.2,False,True,True,False
1278,M16137,298.2,309.4,1408,46.5,76,0,0,0,0,0,0,M,1,11.199999999999989,65472.0,False,True,True,False
1279,L48458,298.2,309.4,1398,52.9,79,0,0,0,0,0,0,L,1,11.199999999999989,73954.2,True,False,True,False
1280,M16139,298.3,309.6,1531,40.1,81,0,0,0,0,0,0,M,1,11.300000000000011,61393.1,False,True,True,False
1281,H30694,298.3,309.5,1521,37.1,84,0,0,0,0,0,0,H,1,11.199999999999989,56429.1,False,False,True,False
1282,H30695,298.3,309.5,1427,54.3,89,0,0,0,0,0,0,H,1,11.199999999999989,77486.09999999999,False,False,True,False
1283,L48462,298.3,309.4,1546,36.1,94,0,0,0,0,0,0,L,1,11.099999999999966,55810.600000000006,True,False,True,False
1284,L48463,298.3,309.4,1356,45.4,96,0,0,0,0,0,0,L,1,11.099999999999966,61562.4,True,False,True,False
1285,L48464,298.4,309.5,2153,15.3,98,1,0,0,1,0,0,L,1,11.100000000000023,32940.9,True,False,True,False
1286,M16145,298.5,309.6,1492,41.7,100,0,0,0,0,0,0,M,1,11.100000000000023,62216.4,False,True,True,False
1287,L48466,298.5,309.6,1582,40.3,103,0,0,0,0,0,0,L,1,11.100000000000023,63754.6,True,False,True,False
1288,L48467,298.5,309.6,1419,41.5,105,0,0,0,0,0,0,L,1,11.100000000000023,58888.5,True,False,True,False
1289,M16148,298.5,309.6,1441,48.2,107,0,0,0,0,0,0,M,1,11.100000000000023,69456.2,False,True,True,False
1290,M16149,298.6,309.7,1635,32.2,110,0,0,0,0,0,0,M,1,11.099999999999966,52647.00000000001,False,True,True,False
1291,L48470,298.6,309.7,1429,45.8,113,0,0,0,0,0,0,L,1,11.099999999999966,65448.2,True,False,True,False
1292,M16151,298.6,309.7,1675,28.4,115,0,0,0,0,0,0,M,1,11.099999999999966,47570.0,False,True,True,False
1293,M16152,298.7,309.7,1868,23.8,118,0,0,0,0,0,0,M,1,11.0,44458.4,False,True,True,False
1294,H30707,298.7,309.8,1582,33.4,121,0,0,0,0,0,0,H,1,11.100000000000023,52838.799999999996,False,False,True,False
1295,L48474,298.8,309.9,1486,40.3,126,0,0,0,0,0,0,L,1,11.099999999999966,59885.799999999996,True,False,True,False
1296,L48475,298.7,309.8,1402,54.3,128,0,0,0,0,0,0,L,1,11.100000000000023,76128.59999999999,True,False,True,False
1297,L48476,298.7,309.9,1621,34.1,130,0,0,0,0,0,0,L,1,11.199999999999989,55276.100000000006,True,False,True,False
1298,L48477,298.8,309.9,1428,42.4,132,0,0,0,0,0,0,L,1,11.099999999999966,60547.2,True,False,True,False
1299,M16158,298.7,309.8,1343,53.6,134,0,0,0,0,0,0,M,1,11.100000000000023,71984.8,False,True,True,False
1300,M16159,298.7,309.9,1458,40.2,137,0,0,0,0,0,0,M,1,11.199999999999989,58611.600000000006,False,True,True,False
1301,L48480,298.7,309.8,1322,57.0,140,0,0,0,0,0,0,L,1,11.100000000000023,75354.0,True,False,True,False
1302,L48481,298.7,309.9,1483,32.8,142,0,0,0,0,0,0,L,1,11.199999999999989,48642.399999999994,True,False,True,False
1303,L48482,298.6,309.8,1505,45.7,144,0,0,0,0,0,1,L,1,11.199999999999989,68778.5,True,False,True,False
1304,L48483,298.7,309.9,1593,42.5,146,0,0,0,0,0,0,L,1,11.199999999999989,67702.5,True,False,True,False
1305,L48484,298.8,310.0,2098,19.6,148,0,0,0,0,0,0,L,1,11.199999999999989,41120.8,True,False,True,False
1306,L48485,298.8,310.0,1672,30.4,150,0,0,0,0,0,0,L,1,11.199999999999989,50828.799999999996,True,False,True,False
1307,L48486,298.8,310.0,1487,41.4,152,0,0,0,0,0,0,L,1,11.199999999999989,61561.799999999996,True,False,False,True
1308,L48487,298.8,310.0,1423,42.1,154,0,0,0,0,0,0,L,1,11.199999999999989,59908.3,True,False,False,True
1309,L48488,298.9,310.1,1750,25.0,156,0,0,0,0,0,0,L,1,11.200000000000045,43750.0,True,False,False,True
1310,L48489,298.9,310.2,1654,31.1,158,0,0,0,0,0,0,L,1,11.300000000000011,51439.4,True,False,False,True
1311,L48490,298.9,310.2,1498,50.2,160,0,0,0,0,0,0,L,1,11.300000000000011,75199.6,True,False,False,True
1312,L48491,298.9,310.1,1587,30.2,162,0,0,0,0,0,0,L,1,11.200000000000045,47927.4,True,False,False,True
1313,L48492,298.9,310.1,1473,42.6,164,0,0,0,0,0,0,L,1,11.200000000000045,62749.8,True,False,False,True
1314,L48493,298.9,310.2,1359,56.9,166,0,0,0,0,0,0,L,1,11.300000000000011,77327.09999999999,True,False,False,True
1315,M16174,299.0,310.3,1635,34.5,168,0,0,0,0,0,0,M,1,11.300000000000011,56407.5,False,True,False,True
1316,L48495,299.0,310.3,1520,45.0,171,0,0,0,0,0,0,L,1,11.300000000000011,68400.0,True,False,False,True
1317,L48496,299.0,310.3,1507,36.7,173,0,0,0,0,0,0,L,1,11.300000000000011,55306.9,True,False,False,True
1318,L48497,299.0,310.3,1428,46.3,175,0,0,0,0,0,0,L,1,11.300000000000011,66116.4,True,False,False,True
1319,M16178,299.0,310.3,1582,33.3,177,0,0,0,0,0,0,M,1,11.300000000000011,52680.6,False,True,False,True
1320,L48499,299.0,310.3,1929,24.4,180,0,0,0,0,0,0,L,1,11.300000000000011,47067.6,True,False,False,True
1321,M16180,299.0,310.3,1540,38.1,182,0,0,0,0,0,0,M,1,11.300000000000011,58674.0,False,True,False,True
1322,L48501,298.9,310.2,1362,53.0,185,0,0,0,0,0,0,L,1,11.300000000000011,72186.0,True,False,False,True
1323,H30736,298.9,310.1,1452,49.9,187,0,0,0,0,0,0,H,1,11.200000000000045,72454.8,False,False,False,True
1324,L48503,298.9,310.1,1361,51.7,192,0,0,0,0,0,0,L,1,11.200000000000045,70363.7,True,False,False,True
1325,M16184,298.8,310.1,1243,74.5,194,1,0,0,1,1,0,M,1,11.300000000000011,92603.5,False,True,False,True
1326,H30739,298.8,310.1,1567,36.8,197,0,0,0,0,0,0,H,1,11.300000000000011,57665.6,False,False,False,True
1327,L48506,298.9,310.2,1411,46.5,202,0,0,0,0,0,0,L,1,11.300000000000011,65611.5,True,False,False,True
1328,L48507,298.8,310.2,1814,26.8,204,0,0,0,0,0,0,L,1,11.399999999999977,48615.200000000004,True,False,False,True
1329,M16188,298.8,310.1,1719,28.8,206,0,0,0,0,0,0,M,1,11.300000000000011,49507.200000000004,False,True,False,True
1330,H30743,298.8,310.2,1663,30.4,209,0,0,0,0,0,0,H,1,11.399999999999977,50555.2,False,False,False,True
1331,L48510,298.9,310.2,1696,30.2,214,0,0,0,0,0,0,L,1,11.300000000000011,51219.2,True,False,False,True
1332,H30745,298.9,310.2,1771,26.8,216,0,0,0,0,0,0,H,1,11.300000000000011,47462.8,False,False,False,True
1333,L48512,299.0,310.3,1868,24.0,221,0,0,0,0,0,0,L,1,11.300000000000011,44832.0,True,False,False,True
1334,M16193,299.0,310.3,1558,35.4,223,0,0,0,0,0,0,M,1,11.300000000000011,55153.2,False,True,False,True
1335,L48514,299.0,310.4,1365,49.1,226,1,0,0,0,1,0,L,1,11.399999999999977,67021.5,True,False,False,True
1336,L48515,299.0,310.4,1371,53.8,228,1,0,0,0,1,0,L,1,11.399999999999977,73759.8,True,False,False,True
1337,L48516,298.9,310.3,1583,32.6,230,0,0,0,0,0,0,L,1,11.400000000000034,51605.8,True,False,False,True
1338,H30751,298.7,310.2,1613,36.0,0,0,0,0,0,0,0,H,1,11.5,58068.0,False,False,False,False
1339,L48518,298.6,310.1,1721,27.2,5,0,0,0,0,0,0,L,1,11.5,46811.2,True,False,False,False
1340,M16199,298.6,310.2,1668,31.5,7,0,0,0,0,0,0,M,1,11.599999999999966,52542.0,False,True,False,False
1341,L48520,298.6,310.2,1569,36.3,10,0,0,0,0,0,0,L,1,11.599999999999966,56954.7,True,False,False,False
1342,M16201,298.6,310.2,1328,50.5,12,0,0,0,0,0,0,M,1,11.599999999999966,67064.0,False,True,False,False
1343,M16202,298.6,310.1,1596,33.0,15,0,0,0,0,0,0,M,1,11.5,52668.0,False,True,False,False
1344,L48523,298.5,310.2,1676,32.7,18,0,0,0,0,0,0,L,1,11.699999999999989,54805.200000000004,True,False,False,False
1345,L48524,298.5,310.1,1809,28.9,20,0,0,0,0,0,0,L,1,11.600000000000023,52280.1,True,False,False,False
1346,L48525,298.5,310.0,1804,26.1,22,0,0,0,0,0,0,L,1,11.5,47084.4,True,False,False,False
1347,L48526,298.6,310.1,1533,33.9,24,0,0,0,0,0,0,L,1,11.5,51968.7,True,False,False,False
1348,L48527,298.7,310.2,1717,27.3,26,0,0,0,0,0,0,L,1,11.5,46874.1,True,False,False,False
1349,L48528,298.7,310.2,1363,45.5,28,0,0,0,0,0,0,L,1,11.5,62016.5,True,False,False,False
1350,L48529,298.7,310.2,1402,45.9,30,0,0,0,0,0,0,L,1,11.5,64351.799999999996,True,False,False,False
1351,L48530,298.7,310.2,1436,47.5,32,0,0,0,0,0,0,L,1,11.5,68210.0,True,False,False,False
1352,L48531,298.7,310.2,1525,43.7,34,0,0,0,0,0,0,L,1,11.5,66642.5,True,False,False,False
1353,M16212,298.7,310.2,1598,33.3,36,0,0,0,0,0,0,M,1,11.5,53213.399999999994,False,True,False,False
1354,M16213,298.6,310.1,1444,48.1,39,0,0,0,0,0,0,M,1,11.5,69456.40000000001,False,True,False,False
1355,L48534,298.6,310.0,1334,48.0,42,0,0,0,0,0,0,L,1,11.399999999999977,64032.0,True,False,False,False
1356,M16215,298.6,310.0,1681,35.5,44,0,0,0,0,0,0,M,1,11.399999999999977,59675.5,False,True,False,False
1357,L48536,298.6,309.9,1593,37.4,47,0,0,0,0,0,0,L,1,11.299999999999955,59578.2,True,False,False,False
1358,L48537,298.6,309.9,1461,45.7,49,0,0,0,0,0,0,L,1,11.299999999999955,66767.7,True,False,False,False
1359,M16218,298.7,310.1,1693,31.9,51,0,0,0,0,0,0,M,1,11.400000000000034,54006.7,False,True,True,False
1360,L48539,298.7,310.2,1404,50.3,54,0,0,0,0,0,0,L,1,11.5,70621.2,True,False,True,False
1361,H30774,298.8,310.2,1707,27.6,56,0,0,0,0,0,0,H,1,11.399999999999977,47113.200000000004,False,False,True,False
1362,M16221,298.6,310.1,1458,41.9,61,0,0,0,0,0,0,M,1,11.5,61090.2,False,True,True,False
1363,L48542,298.6,310.0,1517,41.2,64,0,0,0,0,0,0,L,1,11.399999999999977,62500.4,True,False,True,False
1364,L48543,298.7,310.1,1433,54.6,66,0,0,0,0,0,0,L,1,11.400000000000034,78241.8,True,False,True,False
1365,L48544,298.7,310.2,1566,33.1,68,0,0,0,0,0,0,L,1,11.5,51834.600000000006,True,False,True,False
1366,L48545,298.7,310.1,1676,33.5,70,0,0,0,0,0,0,L,1,11.400000000000034,56146.0,True,False,True,False
1367,M16226,298.7,310.1,1368,56.8,72,0,0,0,0,0,0,M,1,11.400000000000034,77702.4,False,True,True,False
1368,M16227,298.8,310.2,1581,37.5,75,0,0,0,0,0,0,M,1,11.399999999999977,59287.5,False,True,True,False
1369,H30782,298.8,310.3,1708,27.1,78,0,0,0,0,0,0,H,1,11.5,46286.8,False,False,True,False
1370,M16229,298.7,310.3,1481,41.5,83,0,0,0,0,0,0,M,1,11.600000000000023,61461.5,False,True,True,False
1371,L48550,298.7,310.3,1451,40.0,86,0,0,0,0,0,0,L,1,11.600000000000023,58040.0,True,False,True,False
1372,M16231,298.7,310.3,1495,38.7,88,0,0,0,0,0,0,M,1,11.600000000000023,57856.50000000001,False,True,True,False
1373,M16232,298.8,310.3,1573,41.8,91,0,0,0,0,0,0,M,1,11.5,65751.4,False,True,True,False
1374,M16233,298.8,310.3,1366,59.0,94,0,0,0,0,0,0,M,1,11.5,80594.0,False,True,True,False
1375,L48554,298.8,310.3,1553,36.8,97,0,0,0,0,0,0,L,1,11.5,57150.399999999994,True,False,True,False
1376,M16235,298.8,310.3,1528,37.1,99,0,0,0,0,0,0,M,1,11.5,56688.8,False,True,True,False
1377,M16236,298.8,310.2,1527,31.2,102,0,0,0,0,0,0,M,1,11.399999999999977,47642.4,False,True,True,False
1378,L48557,298.8,310.2,1461,46.7,105,0,0,0,0,0,0,L,1,11.399999999999977,68228.7,True,False,True,False
1379,H30792,298.8,310.2,1455,44.9,107,0,0,0,0,0,0,H,1,11.399999999999977,65329.5,False,False,True,False
1380,L48559,298.7,310.1,1620,34.8,112,0,0,0,0,0,0,L,1,11.400000000000034,56375.99999999999,True,False,True,False
1381,L48560,298.7,310.1,1786,27.7,114,0,0,0,0,0,0,L,1,11.400000000000034,49472.2,True,False,True,False
1382,M16241,298.8,310.2,1583,35.7,116,0,0,0,0,0,0,M,1,11.399999999999977,56513.100000000006,False,True,True,False
1383,L48562,298.8,310.1,1653,30.3,119,0,0,0,0,0,0,L,1,11.300000000000011,50085.9,True,False,True,False
1384,M16243,298.9,310.2,1331,49.0,121,0,0,0,0,0,0,M,1,11.300000000000011,65219.0,False,True,True,False
1385,L48564,298.9,310.3,1484,43.8,124,0,0,0,0,0,0,L,1,11.400000000000034,64999.2,True,False,True,False
1386,M16245,298.9,310.2,1603,36.1,126,0,0,0,0,0,0,M,1,11.300000000000011,57868.3,False,True,True,False
1387,L48566,298.9,310.2,1445,40.0,129,0,0,0,0,0,0,L,1,11.300000000000011,57800.0,True,False,True,False
1388,L48567,298.9,310.1,1823,26.1,131,0,0,0,0,0,0,L,1,11.200000000000045,47580.3,True,False,True,False
1389,H30802,298.9,310.1,1491,45.3,133,0,0,0,0,0,0,H,1,11.200000000000045,67542.3,False,False,True,False
1390,L48569,298.9,310.2,1533,42.8,138,0,0,0,0,0,0,L,1,11.300000000000011,65612.4,True,False,True,False
1391,L48570,298.9,310.2,1409,54.8,140,0,0,0,0,0,0,L,1,11.300000000000011,77213.2,True,False,True,False
1392,L48571,298.9,310.2,2737,8.8,142,1,0,0,1,0,0,L,1,11.300000000000011,24085.600000000002,True,False,True,False
1393,M16252,299.0,310.3,1494,46.6,144,0,0,0,0,0,0,M,1,11.300000000000011,69620.40000000001,False,True,True,False
1394,L48573,299.1,310.4,1594,33.3,147,0,0,0,0,0,0,L,1,11.299999999999955,53080.2,True,False,True,False
1395,L48574,299.1,310.4,1527,44.0,149,0,0,0,0,0,0,L,1,11.299999999999955,67188.0,True,False,True,False
1396,L48575,299.1,310.4,1452,39.7,151,0,0,0,0,0,0,L,1,11.299999999999955,57644.4,True,False,False,True
1397,L48576,299.0,310.3,1483,39.2,153,0,0,0,0,0,0,L,1,11.300000000000011,58133.600000000006,True,False,False,True
1398,L48577,299.1,310.2,1569,38.2,155,0,0,0,0,0,0,L,1,11.099999999999966,59935.8,True,False,False,True
1399,L48578,299.1,310.3,1472,46.6,157,0,0,0,0,0,0,L,1,11.199999999999989,68595.2,True,False,False,True
1400,L48579,299.0,310.2,1533,43.5,159,0,0,0,0,0,0,L,1,11.199999999999989,66685.5,True,False,False,True
1401,H30814,298.9,310.1,1366,62.7,161,0,0,0,0,0,0,H,1,11.200000000000045,85648.2,False,False,False,True
1402,H30815,298.9,310.2,1532,37.7,166,0,0,0,0,0,0,H,1,11.300000000000011,57756.4,False,False,False,True
1403,M16262,298.9,310.1,1313,56.8,171,0,0,0,0,0,0,M,1,11.200000000000045,74578.4,False,True,False,True
1404,L48583,299.0,310.2,1372,48.0,174,0,0,0,0,0,0,L,1,11.199999999999989,65856.0,True,False,False,True
1405,M16264,298.9,310.1,1555,40.6,176,0,0,0,0,0,0,M,1,11.200000000000045,63133.0,False,True,False,True
1406,L48585,298.9,310.1,1394,42.7,179,0,0,0,0,0,0,L,1,11.200000000000045,59523.8,True,False,False,True
1407,L48586,298.9,310.1,1442,48.0,181,0,0,0,0,0,0,L,1,11.200000000000045,69216.0,True,False,False,True
1408,L48587,298.9,310.0,1564,33.8,183,0,0,0,0,0,0,L,1,11.100000000000023,52863.2,True,False,False,True
1409,L48588,298.9,310.0,1452,48.9,185,0,0,0,0,0,0,L,1,11.100000000000023,71002.8,True,False,False,True
1410,L48589,298.9,310.1,1466,42.5,187,0,0,0,0,0,0,L,1,11.200000000000045,62305.0,True,False,False,True
1411,M16270,298.9,310.1,1469,53.2,189,0,0,0,0,0,0,M,1,11.200000000000045,78150.8,False,True,False,True
1412,L48591,298.9,310.1,1944,23.4,192,0,0,0,0,0,0,L,1,11.200000000000045,45489.6,True,False,False,True
1413,M16272,298.8,309.9,1415,53.2,194,0,0,0,0,0,0,M,1,11.099999999999966,75278.0,False,True,False,True
1414,M16273,298.7,309.8,1528,36.7,197,0,0,0,0,0,0,M,1,11.100000000000023,56077.600000000006,False,True,False,True
1415,M16274,298.7,309.8,1570,42.1,200,0,0,0,0,0,0,M,1,11.100000000000023,66097.0,False,True,False,True
1416,L48595,298.7,309.9,1617,33.0,203,0,0,0,0,0,0,L,1,11.199999999999989,53361.0,True,False,False,True
1417,M16276,298.7,309.9,2083,18.2,205,0,0,0,0,0,0,M,1,11.199999999999989,37910.6,False,True,False,True
1418,L48597,298.7,309.9,1541,38.5,208,0,0,0,0,0,0,L,1,11.199999999999989,59328.5,True,False,False,True
1419,L48598,298.8,309.9,1320,47.4,210,0,0,0,0,0,0,L,1,11.099999999999966,62568.0,True,False,False,True
1420,L48599,298.7,309.8,1354,53.3,212,1,0,0,0,1,0,L,1,11.100000000000023,72168.2,True,False,False,True
1421,M16280,298.8,309.9,1495,35.2,214,0,0,0,0,0,0,M,1,11.099999999999966,52624.00000000001,False,True,False,True
1422,L48601,298.7,309.8,1589,31.8,217,0,0,0,0,0,0,L,1,11.100000000000023,50530.200000000004,True,False,False,True
1423,L48602,298.7,309.8,1530,35.5,0,0,0,0,0,0,0,L,1,11.100000000000023,54315.0,True,False,False,False
1424,L48603,298.7,309.8,1539,33.4,2,0,0,0,0,0,0,L,1,11.100000000000023,51402.6,True,False,False,False
1425,L48604,298.7,309.7,1462,46.8,4,0,0,0,0,0,0,L,1,11.0,68421.59999999999,True,False,False,False
1426,L48605,298.6,309.7,1356,54.0,6,0,0,0,0,0,0,L,1,11.099999999999966,73224.0,True,False,False,False
1427,M16286,298.7,309.7,1622,34.6,8,0,0,0,0,0,0,M,1,11.0,56121.200000000004,False,True,False,False
1428,L48607,298.7,309.8,1394,40.3,11,0,0,0,0,0,0,L,1,11.100000000000023,56178.2,True,False,False,False
1429,L48608,298.8,309.9,1568,33.7,13,0,0,0,0,0,0,L,1,11.099999999999966,52841.600000000006,True,False,False,False
1430,M16289,298.9,310.0,1456,43.8,15,0,0,0,0,0,0,M,1,11.100000000000023,63772.799999999996,False,True,False,False
1431,L48610,298.9,310.0,1378,49.3,18,0,0,0,0,0,0,L,1,11.100000000000023,67935.4,True,False,False,False
1432,M16291,298.9,309.9,1404,41.4,20,0,0,0,0,0,0,M,1,11.0,58125.6,False,True,False,False
1433,L48612,298.8,309.8,1437,42.8,23,0,0,0,0,0,0,L,1,11.0,61503.6,True,False,False,False
1434,L48613,298.8,309.8,1363,44.0,25,0,0,0,0,0,0,L,1,11.0,59972.0,True,False,False,False
1435,M16294,298.8,309.8,1377,49.6,27,0,0,0,0,0,0,M,1,11.0,68299.2,False,True,False,False
1436,H30849,298.8,309.9,1526,42.1,30,0,0,0,0,0,0,H,1,11.099999999999966,64244.6,False,False,False,False
1437,H30850,298.8,309.8,1510,44.2,35,0,0,0,0,0,0,H,1,11.0,66742.0,False,False,False,False
1438,H30851,298.8,309.9,1439,45.2,40,1,0,0,0,0,0,H,1,11.099999999999966,65042.8,False,False,False,False
1439,L48618,298.8,309.9,1482,39.1,45,0,0,0,0,0,0,L,1,11.099999999999966,57946.200000000004,True,False,False,False
1440,M16299,298.8,309.8,1534,37.0,47,0,0,0,0,0,0,M,1,11.0,56758.0,False,True,False,False
1441,M16300,298.8,309.9,1741,27.7,50,0,0,0,0,0,0,M,1,11.099999999999966,48225.7,False,True,False,False
1442,L48621,298.8,309.9,1550,38.8,53,0,0,0,0,0,0,L,1,11.099999999999966,60139.99999999999,True,False,True,False
1443,M16302,298.8,310.0,1486,38.5,55,0,0,0,0,0,0,M,1,11.199999999999989,57211.0,False,True,True,False
1444,L48623,298.9,310.1,1602,38.2,58,0,0,0,0,0,0,L,1,11.200000000000045,61196.4,True,False,True,False
1445,L48624,299.0,310.2,1477,37.9,60,0,0,0,0,0,0,L,1,11.199999999999989,55978.299999999996,True,False,True,False
1446,L48625,299.0,310.1,1618,29.2,62,0,0,0,0,0,0,L,1,11.100000000000023,47245.6,True,False,True,False
1447,M16306,299.0,310.2,1628,35.8,64,0,0,0,0,0,0,M,1,11.199999999999989,58282.399999999994,False,True,True,False
1448,M16307,299.0,310.3,1662,33.6,67,0,0,0,0,0,0,M,1,11.300000000000011,55843.200000000004,False,True,True,False
1449,M16308,299.0,310.3,1657,31.0,70,0,0,0,0,0,0,M,1,11.300000000000011,51367.0,False,True,True,False
1450,H30863,299.0,310.4,1677,30.8,73,0,0,0,0,0,0,H,1,11.399999999999977,51651.6,False,False,True,False
1451,M16310,299.0,310.3,1447,39.9,78,0,0,0,0,0,0,M,1,11.300000000000011,57735.299999999996,False,True,True,False
1452,L48631,298.9,310.4,1831,25.4,81,0,0,0,0,0,0,L,1,11.5,46507.399999999994,True,False,True,False
1453,L48632,299.0,310.3,1584,34.4,83,0,0,0,0,0,0,L,1,11.300000000000011,54489.6,True,False,True,False
1454,L48633,299.1,310.4,1450,40.9,85,0,0,0,0,0,0,L,1,11.299999999999955,59305.0,True,False,True,False
1455,L48634,299.1,310.4,1428,46.9,87,0,0,0,0,0,0,L,1,11.299999999999955,66973.2,True,False,True,False
1456,L48635,299.0,310.4,1382,53.0,89,0,0,0,0,0,0,L,1,11.399999999999977,73246.0,True,False,True,False
1457,L48636,299.0,310.3,1501,43.0,91,0,0,0,0,0,0,L,1,11.300000000000011,64543.0,True,False,True,False
1458,L48637,299.0,310.3,1475,42.4,93,0,0,0,0,0,0,L,1,11.300000000000011,62540.0,True,False,True,False
1459,L48638,298.9,310.3,1364,54.0,95,0,0,0,0,0,0,L,1,11.400000000000034,73656.0,True,False,True,False
1460,L48639,299.0,310.3,1472,36.1,97,0,0,0,0,0,0,L,1,11.300000000000011,53139.200000000004,True,False,True,False
1461,L48640,299.0,310.3,1437,47.8,99,0,0,0,0,0,0,L,1,11.300000000000011,68688.59999999999,True,False,True,False
1462,L48641,298.9,310.2,1491,45.1,101,0,0,0,0,0,0,L,1,11.300000000000011,67244.1,True,False,True,False
1463,L48642,298.9,310.2,1706,27.6,103,0,0,0,0,0,0,L,1,11.300000000000011,47085.600000000006,True,False,True,False
1464,L48643,298.8,310.1,1607,39.5,105,0,0,0,0,0,0,L,1,11.300000000000011,63476.5,True,False,True,False
1465,L48644,298.8,310.0,1412,46.3,107,0,0,0,0,0,0,L,1,11.199999999999989,65375.6,True,False,True,False
1466,L48645,298.7,309.8,1546,40.9,109,0,0,0,0,0,0,L,1,11.100000000000023,63231.399999999994,True,False,True,False
1467,L48646,298.7,309.8,1365,50.5,111,0,0,0,0,0,0,L,1,11.100000000000023,68932.5,True,False,True,False
1468,L48647,298.6,309.8,1544,30.2,113,0,0,0,0,0,0,L,1,11.199999999999989,46628.799999999996,True,False,True,False
1469,M16328,298.6,309.8,1419,44.9,115,0,0,0,0,0,0,M,1,11.199999999999989,63713.1,False,True,True,False
1470,L48649,298.6,309.8,1497,41.6,118,0,0,0,0,0,0,L,1,11.199999999999989,62275.200000000004,True,False,True,False
1471,L48650,298.5,309.7,1437,42.6,120,0,0,0,0,0,0,L,1,11.199999999999989,61216.200000000004,True,False,True,False
1472,L48651,298.5,309.6,1421,53.6,122,0,0,0,0,0,0,L,1,11.100000000000023,76165.6,True,False,True,False
1473,M16332,298.5,309.6,1438,44.5,124,0,0,0,0,0,0,M,1,11.100000000000023,63991.0,False,True,True,False
1474,M16333,298.5,309.5,1315,48.9,127,0,0,0,0,0,0,M,1,11.0,64303.5,False,True,True,False
1475,M16334,298.5,309.5,1366,61.9,130,0,0,0,0,0,0,M,1,11.0,84555.4,False,True,True,False
1476,M16335,298.4,309.5,1519,35.4,133,0,0,0,0,0,0,M,1,11.100000000000023,53772.6,False,True,True,False
1477,L48656,298.4,309.5,1692,28.3,136,0,0,0,0,0,0,L,1,11.100000000000023,47883.6,True,False,True,False
1478,L48657,298.3,309.4,1570,35.6,138,0,0,0,0,0,0,L,1,11.099999999999966,55892.0,True,False,True,False
1479,L48658,298.3,309.4,1568,35.8,140,0,0,0,0,0,0,L,1,11.099999999999966,56134.399999999994,True,False,True,False
1480,L48659,298.2,309.3,1355,43.8,142,0,0,0,0,0,0,L,1,11.100000000000023,59348.99999999999,True,False,True,False
1481,M16340,298.2,309.3,2056,18.7,144,0,0,0,0,0,0,M,1,11.100000000000023,38447.2,False,True,True,False
1482,M16341,298.2,309.2,1332,60.2,147,0,0,0,0,0,0,M,1,11.0,80186.40000000001,False,True,True,False
1483,M16342,298.1,309.1,1448,52.5,150,0,0,0,0,0,0,M,1,11.0,76020.0,False,True,True,False
1484,L48663,298.0,308.9,1578,35.6,153,0,0,0,0,0,0,L,1,10.899999999999977,56176.8,True,False,False,True
1485,M16344,298.0,309.0,1562,39.2,155,0,0,0,0,0,0,M,1,11.0,61230.4,False,True,False,True
1486,M16345,298.1,309.0,1976,19.3,158,0,0,0,0,0,0,M,1,10.899999999999977,38136.8,False,True,False,True
1487,M16346,298.2,309.2,1524,34.6,161,0,0,0,0,0,0,M,1,11.0,52730.4,False,True,False,True
1488,L48667,298.2,309.1,1429,48.5,164,0,0,0,0,0,0,L,1,10.900000000000034,69306.5,True,False,False,True
1489,L48668,298.2,309.1,1568,36.3,166,0,0,0,0,0,0,L,1,10.900000000000034,56918.399999999994,True,False,False,True
1490,M16349,298.2,309.0,1723,26.6,168,0,0,0,0,0,0,M,1,10.800000000000011,45831.8,False,True,False,True
1491,L48670,298.2,309.0,1341,43.8,171,0,0,0,0,0,0,L,1,10.800000000000011,58735.799999999996,True,False,False,True
1492,M16351,298.1,308.9,1353,46.2,173,0,0,0,0,0,0,M,1,10.799999999999955,62508.600000000006,False,True,False,True
1493,M16352,298.0,308.7,1479,58.5,176,1,0,0,1,0,0,M,1,10.699999999999989,86521.5,False,True,False,True
1494,L48673,298.0,308.8,1496,44.9,179,0,0,0,0,0,0,L,1,10.800000000000011,67170.4,True,False,False,True
1495,M16354,298.0,308.7,1377,48.5,181,0,0,0,0,0,0,M,1,10.699999999999989,66784.5,False,True,False,True
1496,H30909,297.9,308.5,1383,44.6,184,0,0,0,0,0,0,H,1,10.600000000000023,61681.8,False,False,False,True
1497,L48676,298.0,308.7,1268,69.4,189,1,0,0,1,1,0,L,1,10.699999999999989,87999.20000000001,True,False,False,True
1498,L48677,298.0,308.7,1629,34.3,191,0,0,0,0,0,0,L,1,10.699999999999989,55874.7,True,False,False,True
1499,L48678,298.0,308.8,1790,27.2,193,0,0,0,0,0,0,L,1,10.800000000000011,48688.0,True,False,False,True
